scenario_family,seed,od_id,condition_id,method,rain_delay_min,water_delay_min,water_missing_rate,water_noise_sigma,distance_m,truth_exposure,max_truth_risk,p95_truth_risk,high_risk_length_ratio,route_overlap_with_rain,rain_effective_weight_mean,water_effective_weight_mean,water_effective_weight_p90,fallback_fraction,confidence_mean,uncertainty_mean
moving_center,9103,OD01,M2_water_stale,v2_reliability_universal,0,60,0.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,0.9999999999944482,0.04580519976889261,0.1512507429222398,0.0,0.5076341999587062,0.49236580004129377
moving_center,9103,OD01,M2_water_stale,v2_reliability_source_specific,0,60,0.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,0.9999999999944482,0.005317838568094963,0.017440731947248704,0.0,0.5008863064252398,0.49911369357476004
moving_center,9103,OD02,M2_water_stale,rain_only,0,60,0.0,0.0,4936.13225699163,0.4038519546284183,0.47869744854557744,0.4656168620580142,0.0,1.0,,,,,0.9199999999913154,0.08000000000305797
moving_center,9103,OD02,M2_water_stale,v2_naive,0,60,0.0,0.0,4934.65106276426,0.4040450427061785,0.47869744854557744,0.4597699754279165,0.0,0.7686259578269142,,,,,0.31354084525716497,0.3744351884352507
moving_center,9103,OD02,M2_water_stale,v2_reliability_universal,0,60,0.0,0.0,4936.13225699163,0.4038519546284183,0.47869744854557744,0.4656168620580142,0.0,1.0,0.9999999999969418,0.08179577675300881,0.19555845174302489,0.0,0.5136326294573057,0.4863673705426942
moving_center,9103,OD02,M2_water_stale,v2_reliability_source_specific,0,60,0.0,0.0,4936.13225699163,0.4038519546284183,0.47869744854557744,0.4656168620580142,0.0,1.0,0.9999999999969418,0.010190417150231149,0.024010116207049095,0.0,0.5016984028568428,0.49830159714315714
moving_center,9103,OD01,M3_water_missing,rain_only,0,0,1.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,,,,,0.9199999999842324,0.0800000000055519
moving_center,9103,OD01,M3_water_missing,v2_naive,0,0,1.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,,,,,0.2974999999953086,0.405000000002776
moving_center,9103,OD01,M3_water_missing,v2_reliability_universal,0,0,1.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,0.9999999999944482,0.0,0.0,0.0,0.4999999999972241,0.5000000000027759
moving_center,9103,OD01,M3_water_missing,v2_reliability_source_specific,0,0,1.0,0.0,12026.07407166441,0.374120625361143,0.470417957788077,0.43522554549216297,0.0,1.0,0.9999999999944482,0.0,0.0,0.0,0.4999999999972241,0.5000000000027759
