scenario_family,seed,od_id,decision_step,condition_id,failure_type,difference,stress_case,policy
moving_center,9206,OD02,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
moving_center,9206,OD01,,,unnecessary_replan,0.0,sources_disagreement,always
moving_center,9206,OD01,,,missed_useful_replan,0.03801088715198486,sources_disagreement,triggered
moving_center,9206,OD02,,,unnecessary_replan,0.0,sources_disagreement,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,rain_down_water_high,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,rain_down_water_high,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,water_gradually_stale,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,water_gradually_stale,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,water_block_outage,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,water_block_outage,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,water_recovery,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,water_recovery,always
dual_center,9206,OD02,,,route_oscillation,0.0,water_recovery,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
dual_center,9206,OD01,,,missed_useful_replan,0.011219112130136821,rain_stale_water_fresh,triggered
dual_center,9206,OD02,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
dual_center,9206,OD02,,,unnecessary_replan,-0.002841532079999931,rain_stale_water_fresh,triggered
dual_center,9206,OD01,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
dual_center,9206,OD01,,,unnecessary_replan,0.0,sources_disagreement,always
dual_center,9206,OD02,,,unnecessary_replan,0.0,sources_disagreement,always
anisotropic_band,9206,OD01,,,unnecessary_replan,0.0,rain_down_water_high,always
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,water_gradually_stale,always
anisotropic_band,9206,OD01,,,unnecessary_replan,0.0,water_block_outage,always
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,water_block_outage,always
anisotropic_band,9206,OD01,,,unnecessary_replan,0.0,water_recovery,always
anisotropic_band,9206,OD01,,,route_oscillation,0.0,water_recovery,always
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,water_recovery,always
anisotropic_band,9206,OD01,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
anisotropic_band,9206,OD01,,,missed_useful_replan,0.011526131048266663,rain_stale_water_fresh,triggered
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
anisotropic_band,9206,OD01,,,unnecessary_replan,0.0,sources_disagreement,always
anisotropic_band,9206,OD02,,,unnecessary_replan,0.0,sources_disagreement,always
anisotropic_band,9206,OD02,,,route_oscillation,0.0,sources_disagreement,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,rain_down_water_high,always
moving_center,9212,OD01,,,missed_useful_replan,0.03600050560436896,rain_down_water_high,triggered
moving_center,9212,OD02,,,unnecessary_replan,0.0,rain_down_water_high,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,water_gradually_stale,always
moving_center,9212,OD01,,,missed_useful_replan,0.014347656355905125,water_gradually_stale,triggered
moving_center,9212,OD02,,,unnecessary_replan,0.0,water_gradually_stale,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,water_block_outage,always
moving_center,9212,OD01,,,missed_useful_replan,0.015770119815172734,water_block_outage,triggered
moving_center,9212,OD02,,,unnecessary_replan,0.0,water_block_outage,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,water_recovery,always
moving_center,9212,OD01,,,missed_useful_replan,0.03742296906363657,water_recovery,triggered
moving_center,9212,OD02,,,unnecessary_replan,0.0,water_recovery,always
moving_center,9212,OD02,,,route_oscillation,0.0,water_recovery,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
moving_center,9212,OD02,,,unnecessary_replan,0.0,rain_stale_water_fresh,always
moving_center,9212,OD02,,,route_oscillation,0.0,rain_stale_water_fresh,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
moving_center,9212,OD01,,,missed_useful_replan,0.015770119815172734,water_stale_rain_fresh,triggered
moving_center,9212,OD02,,,unnecessary_replan,0.0,water_stale_rain_fresh,always
moving_center,9212,OD01,,,unnecessary_replan,0.0,sources_disagreement,always
moving_center,9212,OD01,,,missed_useful_replan,0.03742296906363657,sources_disagreement,triggered
