scenario_family,seed,stress_case,od_id,policy,mean_truth_exposure,planner_calls,route_change_count,missed_useful_replan,unnecessary_replan,route_oscillation
dual_center,9212,water_recovery,OD01,always,0.4922889704551801,12,1,False,True,False
dual_center,9212,water_recovery,OD01,triggered,0.4916766000129326,2,0,False,False,False
dual_center,9212,water_recovery,OD02,never,0.5123254979423234,1,0,False,False,False
dual_center,9212,water_recovery,OD02,always,0.512453821837225,12,1,False,True,False
dual_center,9212,water_recovery,OD02,triggered,0.5123254979423234,2,0,False,False,False
dual_center,9212,rain_stale_water_fresh,OD01,never,0.4916766000129326,1,0,False,False,False
dual_center,9212,rain_stale_water_fresh,OD01,always,0.4992965722874642,12,3,False,True,False
dual_center,9212,rain_stale_water_fresh,OD01,triggered,0.4916766000129326,2,0,False,False,False
dual_center,9212,rain_stale_water_fresh,OD02,never,0.5033704675225358,1,0,False,False,False
dual_center,9212,rain_stale_water_fresh,OD02,always,0.5091114580645927,12,3,False,True,False
dual_center,9212,rain_stale_water_fresh,OD02,triggered,0.5033704675225358,1,0,False,False,False
dual_center,9212,water_stale_rain_fresh,OD01,never,0.4916766000129326,1,0,False,False,False
dual_center,9212,water_stale_rain_fresh,OD01,always,0.4922889704551801,12,1,False,True,False
dual_center,9212,water_stale_rain_fresh,OD01,triggered,0.4916766000129326,2,0,False,False,False
dual_center,9212,water_stale_rain_fresh,OD02,never,0.5123254979423234,1,0,False,False,False
dual_center,9212,water_stale_rain_fresh,OD02,always,0.512453821837225,12,1,False,True,False
dual_center,9212,water_stale_rain_fresh,OD02,triggered,0.5123254979423234,2,0,False,False,False
dual_center,9212,sources_disagreement,OD01,never,0.4916766000129326,1,0,False,False,False
dual_center,9212,sources_disagreement,OD01,always,0.4922889704551801,12,1,False,True,False
dual_center,9212,sources_disagreement,OD01,triggered,0.4916766000129326,2,0,False,False,False
dual_center,9212,sources_disagreement,OD02,never,0.5123254979423234,1,0,False,False,False
dual_center,9212,sources_disagreement,OD02,always,0.512453821837225,12,1,False,True,False
dual_center,9212,sources_disagreement,OD02,triggered,0.5123254979423234,2,0,False,False,False
anisotropic_band,9212,rain_down_water_high,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,rain_down_water_high,OD01,always,0.4541332684582638,12,2,False,True,False
anisotropic_band,9212,rain_down_water_high,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,rain_down_water_high,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,rain_down_water_high,OD02,always,0.3958178124011565,12,3,False,True,False
anisotropic_band,9212,rain_down_water_high,OD02,triggered,0.3979589882785614,2,1,False,False,False
anisotropic_band,9212,water_gradually_stale,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_gradually_stale,OD01,always,0.44673914801117975,12,2,False,False,False
anisotropic_band,9212,water_gradually_stale,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_gradually_stale,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,water_gradually_stale,OD02,always,0.3958178124011565,12,3,False,True,False
anisotropic_band,9212,water_gradually_stale,OD02,triggered,0.3979589882785614,3,1,False,False,False
anisotropic_band,9212,water_block_outage,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_block_outage,OD01,always,0.4533640774414301,12,4,False,True,False
anisotropic_band,9212,water_block_outage,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_block_outage,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,water_block_outage,OD02,always,0.3958178124011565,12,3,False,True,False
anisotropic_band,9212,water_block_outage,OD02,triggered,0.3979589882785614,3,1,False,False,False
anisotropic_band,9212,water_recovery,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_recovery,OD01,always,0.4549933192922364,12,4,False,True,True
anisotropic_band,9212,water_recovery,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_recovery,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,water_recovery,OD02,always,0.3982275036114187,12,5,False,True,True
anisotropic_band,9212,water_recovery,OD02,triggered,0.39888196691423033,2,1,False,False,False
anisotropic_band,9212,rain_stale_water_fresh,OD01,never,0.46510047388391,1,0,False,False,False
anisotropic_band,9212,rain_stale_water_fresh,OD01,always,0.4579033918434677,12,3,False,True,False
anisotropic_band,9212,rain_stale_water_fresh,OD01,triggered,0.46510047388391,1,0,False,False,False
anisotropic_band,9212,rain_stale_water_fresh,OD02,never,0.3989789197233067,1,0,False,False,False
anisotropic_band,9212,rain_stale_water_fresh,OD02,always,0.41856208454051974,12,3,False,True,False
anisotropic_band,9212,rain_stale_water_fresh,OD02,triggered,0.3989789197233067,1,0,False,False,False
anisotropic_band,9212,water_stale_rain_fresh,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_stale_rain_fresh,OD01,always,0.44673914801117975,12,2,False,False,False
anisotropic_band,9212,water_stale_rain_fresh,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,water_stale_rain_fresh,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,water_stale_rain_fresh,OD02,always,0.3958178124011565,12,3,False,True,False
anisotropic_band,9212,water_stale_rain_fresh,OD02,triggered,0.3979589882785614,3,1,False,False,False
anisotropic_band,9212,sources_disagreement,OD01,never,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,sources_disagreement,OD01,always,0.45632057133708614,12,2,False,True,False
anisotropic_band,9212,sources_disagreement,OD01,triggered,0.4465804140981115,1,0,False,False,False
anisotropic_band,9212,sources_disagreement,OD02,never,0.4224897259256359,1,0,False,False,False
anisotropic_band,9212,sources_disagreement,OD02,always,0.3981837398940144,12,3,False,True,False
anisotropic_band,9212,sources_disagreement,OD02,triggered,0.3979589882785614,2,1,False,False,False
