scenario_family,seed,method,truth_exposure,distance_m,max_truth_risk,p95_truth_risk,high_risk_length_ratio,rain_effective_weight_mean,water_effective_weight_mean,water_effective_weight_p90,fallback_fraction,low_reliability_water_usage,source_disagreement_fraction
anisotropic_band,9207,S5_v2_reliability_source_specific,0.45312554182559617,11134.432972137978,0.6299231843101534,0.5946162433989035,0.07199506056144496,0.9209849301416251,0.19007827701709742,0.5291952318438878,0.0,0.3038993211593389,0.8019991063801406
anisotropic_band,9208,S0_shortest,0.4683330529470101,10950.795041533209,0.6336942452693728,0.6032169800758377,0.09278764867061073,,,0.0,,0.0,0.0
anisotropic_band,9208,S1_rain_only,0.45319731663166135,11107.990858413275,0.6313681034349826,0.5939070297379965,0.07198207072504668,,,0.0,,0.0,0.0
anisotropic_band,9208,S2_v1_redundant_naive,0.45524242659249664,11077.26320162451,0.6310625432903828,0.5937902098977634,0.07197602903922577,,,0.0,,0.0,0.0
anisotropic_band,9208,S3_v2_local_naive,0.45520699850080176,11077.887019321934,0.6310625432903828,0.5939762652977941,0.07197611402272774,,,0.0,,0.0,0.0
anisotropic_band,9208,S4_v2_reliability_universal,0.4528560480366091,11153.370172498857,0.6321906284957248,0.5953360584751429,0.07246491837886314,0.9209849301416105,0.25500593848723296,0.7123927886070338,0.0,0.3083618259440362,0.806594173311408
anisotropic_band,9208,S5_v2_reliability_source_specific,0.45284493967993983,11139.116873592464,0.6318233049951117,0.5945938658809039,0.0725661795093046,0.9209849301416376,0.18447170554436976,0.518241675514413,0.0,0.3010790450431987,0.7966944917886151
anisotropic_band,9209,S0_shortest,0.4685480193589135,10950.795041533209,0.6330389261607083,0.6026944614632761,0.09339171430566597,,,0.0,,0.0,0.0
anisotropic_band,9209,S1_rain_only,0.4533754425545232,11107.466888633133,0.6289929940932497,0.5936799962578269,0.07523966838269239,,,0.0,,0.0,0.0
anisotropic_band,9209,S2_v1_redundant_naive,0.4547729746543241,11083.797561028634,0.6290101175491198,0.5929522648206524,0.07524294565771647,,,0.0,,0.0,0.0
