scenario_family,seed,decision_step,timestamp,od_id,route_changed,route_overlap,rain_only_truth_exposure,perfect_water_truth_exposure,difference,global_edge_risk_rank_spearman
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD01,False,1.0,0.5523915608369739,0.5523915608369739,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD02,True,0.5354455583444488,0.3679636517882031,0.37483345371954,0.006869801931336905,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD03,False,1.0,0.42417818905078236,0.42417818905078236,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD04,False,1.0,0.41100895265698284,0.41100895265698284,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD05,False,1.0,0.3926729770443231,0.3926729770443231,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD06,False,1.0,0.6183865674410944,0.6183865674410944,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD07,False,1.0,0.5271768671913202,0.5271768671913202,0.0,0.992536630939575
anisotropic_band,8108,8,2023-09-07 14:00:00+08:00,OD08,False,1.0,0.5007730657278233,0.5007730657278233,0.0,0.992536630939575
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD01,False,1.0,0.4111190093780473,0.4111190093780473,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD02,False,1.0,0.32476892183140293,0.32476892183140293,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD03,False,1.0,0.3832681689367467,0.3832681689367467,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD04,False,1.0,0.43774719715802746,0.43774719715802746,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD05,False,1.0,0.4061187496814837,0.4061187496814837,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD06,False,1.0,0.45027035792160863,0.45027035792160863,0.0,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD07,True,0.9249436157487171,0.3427381048909018,0.3431547169601823,0.00041661206928050865,0.9995079544612597
anisotropic_band,8109,4,2023-09-07 13:00:00+08:00,OD08,False,1.0,0.456380691470802,0.456380691470802,0.0,0.9995079544612597
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD01,False,1.0,0.5514495475502795,0.5514495475502795,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD02,False,1.0,0.368242185517374,0.368242185517374,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD03,False,1.0,0.42372159961535083,0.42372159961535083,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD04,False,1.0,0.4110411397977905,0.4110411397977905,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD05,False,1.0,0.39166289901446266,0.39166289901446266,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD06,False,1.0,0.6221481473592136,0.6221481473592136,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD07,False,1.0,0.5286903544242192,0.5286903544242192,0.0,0.9926027134535322
anisotropic_band,8109,8,2023-09-07 14:00:00+08:00,OD08,False,1.0,0.5013441727828586,0.5013441727828586,0.0,0.9926027134535322
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD01,False,1.0,0.4117218080884513,0.4117218080884513,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD02,False,1.0,0.3247499861799342,0.3247499861799342,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD03,False,1.0,0.38373840181599855,0.38373840181599855,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD04,False,1.0,0.4365739664429753,0.4365739664429753,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD05,False,1.0,0.40833140716889565,0.40833140716889565,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD06,False,1.0,0.4505195848658848,0.4505195848658848,0.0,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD07,True,0.9249436157487171,0.3429822584503479,0.34339644711417894,0.0004141886638310277,0.999505949244821
anisotropic_band,8110,4,2023-09-07 13:00:00+08:00,OD08,False,1.0,0.4574264188673717,0.4574264188673717,0.0,0.999505949244821
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD01,False,1.0,0.5514930676673288,0.5514930676673288,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD02,True,0.5354455583444488,0.3680280138741889,0.3749292751927641,0.006901261318575214,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD03,False,1.0,0.424198590085474,0.424198590085474,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD04,False,1.0,0.41141562171876117,0.41141562171876117,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD05,False,1.0,0.39346495482536614,0.39346495482536614,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD06,False,1.0,0.6227953715230243,0.6227953715230243,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD07,False,1.0,0.527934932661169,0.527934932661169,0.0,0.9926818356549663
anisotropic_band,8110,8,2023-09-07 14:00:00+08:00,OD08,False,1.0,0.5017587549131677,0.5017587549131677,0.0,0.9926818356549663
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD01,False,1.0,0.41196542652222895,0.41196542652222895,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD02,False,1.0,0.3247565343920787,0.3247565343920787,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD03,False,1.0,0.38359176772411796,0.38359176772411796,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD04,False,1.0,0.4375459461957704,0.4375459461957704,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD05,False,1.0,0.40898400503646715,0.40898400503646715,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD06,False,1.0,0.453446189304553,0.453446189304553,0.0,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD07,True,0.9249436157487171,0.3431788310670887,0.3435926449502511,0.0004138138831624172,0.9995017383730995
anisotropic_band,8111,4,2023-09-07 13:00:00+08:00,OD08,False,1.0,0.4594281487923053,0.4594281487923053,0.0,0.9995017383730995
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD01,False,1.0,0.5515871523610506,0.5515871523610506,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD02,False,1.0,0.3679112874718725,0.3679112874718725,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD03,False,1.0,0.42499662681402955,0.42499662681402955,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD04,False,1.0,0.4114346671410139,0.4114346671410139,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD05,False,1.0,0.3937636243258092,0.3937636243258092,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD06,False,1.0,0.6251865415996342,0.6251865415996342,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD07,False,1.0,0.528290012073694,0.528290012073694,0.0,0.9926384912638931
anisotropic_band,8111,8,2023-09-07 14:00:00+08:00,OD08,False,1.0,0.5023178324369482,0.5023178324369482,0.0,0.9926384912638931
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD01,False,1.0,0.4100133395999435,0.4100133395999435,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD02,False,1.0,0.3247841200472552,0.3247841200472552,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD03,False,1.0,0.3822205805729609,0.3822205805729609,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD04,False,1.0,0.4369440119525222,0.4369440119525222,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD05,False,1.0,0.40671856884764046,0.40671856884764046,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD06,False,1.0,0.4482766793210292,0.4482766793210292,0.0,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD07,True,0.9249436157487171,0.34255822298793204,0.34297537078432094,0.00041714779638890587,0.9995008801321876
anisotropic_band,8112,4,2023-09-07 13:00:00+08:00,OD08,True,0.20818411212739546,0.42739996293100185,0.45730835463533825,0.0299083917043364,0.9995008801321876
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD01,False,1.0,0.5513024440287332,0.5513024440287332,0.0,0.9926961576359381
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD02,True,0.5354455583444488,0.36803014405794987,0.374921766358146,0.006891622300196132,0.9926961576359381
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD03,False,1.0,0.4232526016428194,0.4232526016428194,0.0,0.9926961576359381
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD04,False,1.0,0.4109286556951156,0.4109286556951156,0.0,0.9926961576359381
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD05,False,1.0,0.39268516506282947,0.39268516506282947,0.0,0.9926961576359381
anisotropic_band,8112,8,2023-09-07 14:00:00+08:00,OD06,False,1.0,0.6194890554892051,0.6194890554892051,0.0,0.9926961576359381
