case_category,u,v,key,rain_truth,water_truth,planner_rain_component,planner_water_component,rain_only_risk,fusion_risk,edge_cost,selected_by_rain_route,selected_by_perfect_route,rain_risk_rank,fusion_risk_rank,risk_rank_change
better,2407726260,279077746,0,0.4413258897121085,0.07099787,0.2427292393416597,0.0141995745,0.6275320456131378,0.5347763499207032,57.44237780624641,True,True,65.0,66.0,1.0
better,2407726300,2407726260,0,0.4413258897121085,0.07157229,0.2427292393416597,0.014314458,0.6229990278386962,0.5310945713440488,61.2761444440543,True,True,67.0,68.0,1.0
better,2408476408,4805962870,0,0.7344793010919004,0.07049977,0.4039636156005453,0.014099955,0.790733308927533,0.6706943858301615,347.6846333371632,True,False,14.0,12.0,-2.0
better,2408476421,2398034802,0,0.7105683587101466,0.09593999,0.39081259729058065,0.019187998,0.7559331728503544,0.645934308443255,21.491319400994048,True,False,35.0,33.0,-2.0
better,2408476446,2408476473,0,0.7105683587101466,0.095259294,0.39081259729058065,0.01905186,0.697601007634284,0.5972107220142102,95.11377007401889,True,False,57.0,56.0,-1.0
better,2408476462,2408476579,0,0.7211200706276093,0.08445853,0.39661603884518515,0.016891707,0.7719753052856426,0.6573891760629003,72.31436154882228,True,False,28.0,26.0,-2.0
better,2408476473,2408476421,0,0.7105683587101466,0.10015878,0.39081259729058065,0.020031756,0.7236301521732036,0.6197182569465391,250.7343370685246,True,False,47.0,46.0,-1.0
better,2408476579,2408476408,0,0.7344793010919004,0.072136536,0.4039636156005453,0.014427307,0.7798147635327044,0.6618683923173501,262.5552657590216,True,False,20.0,21.0,1.0
better,2408476584,2398034788,0,0.7105683587101466,0.09602038,0.39081259729058065,0.019204076,0.6687391784125254,0.5732860450391708,418.9958015453411,True,False,62.0,62.0,0.0
better,2408488757,2408476462,0,0.7105683587101466,0.09261416,0.39081259729058065,0.018522833,0.7740824551942336,0.6605044058265279,161.8870925535149,True,False,25.0,22.0,-3.0
better,2409714543,278376546,0,0.7344793010919004,0.075434625,0.4039636156005453,0.015086926,0.7562132251924585,0.6427501251851776,416.6577514071306,True,True,34.0,34.0,0.0
better,2409714565,6261201162,0,0.7640812793405851,0.056145966,0.42024470363732186,0.011229194,0.778088722737343,0.6577649299566206,1266.8800133543975,True,True,22.0,25.0,3.0
better,2537806912,5444681418,0,0.7640812793405851,0.05566412,0.42024470363732186,0.011132824,0.8073901664586887,0.6821024917787997,51.691361511236494,True,True,10.0,10.0,0.0
