u,v,length,shortest_cost,risk_cost,trusted_cost
409391983,8195511793,286.7907845022528,286.7907845022528,1361.8827188454068,1572.9877857502424
409392019,6033481329,47.57929245310227,47.57929245310227,223.1965816281271,263.16425485839403
409392019,6033481323,106.65051380036543,106.65051380036543,502.0131602385313,589.8911385074209
409392019,7558081676,258.3922271131684,258.3922271131684,811.5646827912957,876.9339551352124
498857670,9660848480,17.04133526480529,17.04133526480529,83.08266050331561,102.24801158883174
498857670,6020564532,42.50831776700378,42.50831776700378,200.98672126008978,255.0499066020227
498857670,498877494,13.75176148709887,13.75176148709887,67.04480096197791,82.51056892259322
498857670,8198614155,40.56770399427195,40.56770399427195,192.89398231458418,225.87374397388467
498857685,7868781052,348.8714431593156,348.8714431593156,1178.543546540193,1407.7808169340801
498877494,6020564541,47.17508906445657,47.17508906445657,236.02424005424828,262.66248616867284
498877494,6020564549,58.68684213771817,58.68684213771817,283.1393832691679,352.12105282630904
498877494,9660848481,16.969031024179543,16.969031024179543,86.94336552627291,101.81418614507726
498877610,499237384,787.3352649760583,787.3352649760583,2661.496418790456,2860.680171092914
498877613,6020564601,67.87531087786023,67.87531087786023,255.8984064233928,316.3153972591665
498877620,2042407645,190.91463273019994,190.91463273019994,858.7554815906385,979.617051692296
498877620,6020564527,275.33233632213785,275.33233632213785,1391.7523767272717,1651.994017932827
498877620,6020564502,129.6460989681648,129.6460989681648,621.5660289064518,703.6405710972066
498877627,9660848462,15.8671957430423,15.8671957430423,76.52941589660418,95.2031744582538
498877627,8577265830,102.91369096582928,102.91369096582928,474.27139037117047,550.7110995818836
498877627,6020564521,34.74793699960895,34.74793699960895,153.47186708349258,179.28108814042858
498877627,6020564527,52.14688808400547,52.14688808400547,257.8725964599355,312.8813285040328
498877630,2042400943,163.22317305877158,163.22317305877158,741.5141352637379,873.5974716922102
498877630,2042400917,209.41191900327428,209.41191900327428,1015.410902758824,1184.8710623152251
498877630,8577265830,123.08087872267849,123.08087872267849,559.0302101639772,658.6296286018601
499209733,499237864,3264.8565645949025,3264.8565645949025,10881.660429977635,13174.487427390564
499209819,5192594785,388.0161077654215,388.0161077654215,1853.2093161097514,2328.096646592529
499209819,499237908,269.5905435206876,269.5905435206876,1211.9006760851103,1617.5432611241258
499210066,5435914335,3533.443688820911,3533.443688820911,12306.43677115657,14258.301561722556
499236929,499264828,59.686975920686024,59.686975920686024,282.6245350530084,325.4908840300523
499236929,499236944,327.7951879161695,327.7951879161695,1420.8506284986697,1656.2685350262534
499236929,7965696231,96.99691579652931,96.99691579652931,463.4675064599189,581.9814947791758
499236944,6410194513,219.50522391116792,219.50522391116792,900.6214488729412,1109.1059571348458
499236944,1491845144,39.43977744716521,39.43977744716521,171.26871697991035,181.24637606792172
499237147,499237159,596.4317210690691,596.4317210690691,2764.95824708841,3289.507747946931
499237147,1116467141,459.9245411968506,459.9245411968506,2151.032758550538,2759.5472471811036
499237147,6410193851,173.88108369614739,173.88108369614739,787.042715841478,1043.2865021768844
499237159,9730051941,330.63191054834283,330.63191054834283,1553.9822331954479,1637.6270380244962
499237159,1491845294,146.9617028737777,146.9617028737777,623.8178637744508,660.9969216997274
499237225,8869144262,88.81372018535238,88.81372018535238,334.83882681380163,413.89345874300375
499237225,9671934765,493.54836443878105,493.54836443878105,1552.2712997055214,1991.587254588835
499237225,1491845135,218.9439462379121,218.9439462379121,975.8949672438581,1170.7807691992612
499237384,499237394,93.24588099331311,93.24588099331311,438.0619382254672,522.0023270074897
499237384,3969348270,115.95934372466003,115.95934372466003,391.987240731379,421.3231770536401
499237394,1491845104,80.7492748576497,80.7492748576497,376.6228456912343,449.31372976260246
499237394,499237416,571.1310903207831,571.1310903207831,2703.555498671095,3217.690442288228
499237416,7616135775,208.54484522006757,208.54484522006757,956.492661558613,1009.2513104367773
