osmid,elevation,worldcover,low_elevation,slope_risk,landcover,rainfall_truth,water_truth,rainfall_observed,water_observed,age_minutes,uncertainty,sensitivity,observed_risk,true_risk,trusted_risk,x,y
295803578,10.95267391204834,50,0.6054157089853727,0.6425688810147809,0.45,0.25,0.42020785449268633,0.25,0.42020785449268633,15.0,0.15,0.05,0.7176624310941875,0.7176624310941875,0.7682593651229241,199116.61028083134,2494507.880091184
295803665,8.371532440185547,50,0.7077477944815628,0.7367099632409528,0.45,0.25,0.4713738972407814,0.0875,0.1414121691722344,120.0,0.9,1.0,0.7092212116095445,0.8077135572232541,1.0,198829.57442036935,2494584.383987358
295803668,6.976651668548584,50,0.7630493189954942,0.977754627280847,0.45,0.25,0.4990246594977471,0.0875,0.14970739784932413,120.0,0.9,1.0,0.8015572618375983,0.903920714167283,1.0,198799.68088746408,2494584.271601159
295803669,5.356995582580566,50,0.8272622987451429,0.5757244858587433,0.45,0.25,0.5311311493725714,0.0875,0.15933934481177142,120.0,0.9,1.0,0.7382932547368687,0.8451516156490289,1.0,198798.57019041007,2494486.101426743
295803678,8.428274154663086,10,0.7054982091564603,0.6286122253346946,0.15,0.25,0.4252491045782302,0.25,0.4252491045782302,15.0,0.15,0.05,0.710226892285373,0.710226892285373,0.7608238263141096,198831.43073592382,2494507.824635337
296024760,12.015485763549805,50,0.5632794082673338,0.8775741632324464,0.45,0.4746957306249252,0.48556113898940734,0.1661435057187238,0.1456683416968222,120.0,0.9,1.0,0.6815595848382544,0.8112485892780117,1.0,197505.70235636336,2494637.4319068324
296024763,11.455692291259766,50,0.585473012953888,0.8512584032463466,0.45,0.25,0.410236506476944,0.25,0.410236506476944,15.0,0.15,0.05,0.7568720592316139,0.7568720592316139,0.8074689932603506,198643.91197780828,2494634.664777672
296024764,9.410618782043457,50,0.6665521167040916,0.9345392485747358,0.45,0.25,0.4507760583520458,0.0875,0.13523281750561375,120.0,0.9,1.0,0.7347850398320571,0.8303936880013436,1.0,199006.40608228848,2494634.1329087163
297121024,18.48097038269043,50,0.30694842756261903,0.9448972921458315,0.45,0.25,0.27097421378130954,0.25,0.27097421378130954,15.0,0.15,0.05,0.5992408009521604,0.5992408009521604,0.649837734980897,199533.29540043278,2496318.0256153257
297121027,19.07931137084961,60,0.28322656581127875,0.7252955715008574,0.55,0.25,0.2741132829056394,0.25,0.2741132829056394,15.0,0.15,0.05,0.5519211606525456,0.5519211606525456,0.6025180946812823,199590.19304973894,2496317.222703574
310170186,9.115436553955078,50,0.6782549285534151,0.42091049640257994,0.45,0.29222640091023805,0.4728683877037222,0.1022792403185833,0.14186051631111665,120.0,0.9,1.0,0.6170957861309633,0.7212867925278154,1.0,195669.13696426852,2494191.256257915
310170187,16.931673049926758,10,0.3683719600747568,0.47147812261649347,0.15,0.25572134893608384,0.2588864988589491,0.25572134893608384,0.2588864988589491,15.0,0.15,0.05,0.4533956782542462,0.4533956782542462,0.5039926122829829,195601.20120583393,2494191.548566346
352965781,8.081252098083496,50,0.7192562658728703,0.9640475454185845,0.45,0.25,0.47712813293643513,0.0875,0.14313843988093053,120.0,0.9,1.0,0.7727305205609108,0.8720284591720119,1.0,195364.85328986298,2494219.918125393
352965797,11.129412651062012,10,0.5984087146193555,0.8661881303924824,0.15,0.25,0.37170435730967777,0.25,0.37170435730967777,15.0,0.15,0.05,0.7000126971007018,0.7000126971007018,0.7506096311294385,195383.45433428808,2494000.8584271595
409391960,10.330222129821777,50,0.630093468686043,0.9445580581904127,0.45,0.27078696400408836,0.4405417204984401,0.27078696400408836,0.4405417204984401,15.0,0.15,0.05,0.8149566592254325,0.8149566592254325,0.8655535932541691,197052.492501344,2493202.3999850424
409391961,7.937954902648926,50,0.72493743484963,0.8529834445056258,0.45,0.26031190332667575,0.4839348340889211,0.09110916616433651,0.1451804502266763,120.0,0.9,1.0,0.7492193735719055,0.8508107977768223,1.0,197385.47923665302,2493316.8580501294
409391968,18.02541160583496,10,0.32500953742811955,0.48074250681328834,0.15,0.25,0.23500476871405976,0.25,0.23500476871405976,15.0,0.15,0.05,0.4259418260315998,0.4259418260315998,0.47653876006033646,197444.31339324394,2493193.000623746
409391970,12.291277885437012,10,0.5523453377005743,0.7076524018498347,0.15,0.25,0.34867266885028714,0.25,0.34867266885028714,15.0,0.15,0.05,0.6304375699678321,0.6304375699678321,0.6810345039965687,197481.18898650334,2493124.917801817
409391983,12.25735092163086,50,0.5536904080884952,0.8796843205012033,0.45,0.25,0.3943452040442476,0.25,0.3943452040442476,15.0,0.15,0.05,0.7433198453828227,0.7433198453828227,0.7939167794115594,197354.013627176,2493133.4278097306
409392019,11.140792846679688,10,0.5979575347194521,0.9915026166181391,0.15,0.36115656626068177,0.4142312928446037,0.36115656626068177,0.4142312928446037,15.0,0.15,0.05,0.7618298700712907,0.7618298700712907,0.8124268041000273,197717.87481229252,2494670.2439686675
498857670,7.279314994812012,50,0.751049911091131,0.7010222125883286,0.45,0.25,0.49302495554556547,0.0875,0.14790748666366962,120.0,0.9,1.0,0.7254145015799381,0.8269379953563174,1.0,194749.13739847805,2494120.515804617
498857685,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,194359.34549105214,2494360.6661406555
498877494,5.698336601257324,50,0.8137294727891221,0.9528671384455994,0.45,0.25,0.524364736394561,0.0875,0.1573094209183683,120.0,0.9,1.0,0.8247298788290907,0.9306409419243293,1.0,194760.6760361839,2494113.0153898587
498877610,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,193795.57967255655,2494736.0311355046
498877613,26.223188400268555,50,0.0,1.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.41350000000000003,0.41350000000000003,0.4640969340287367,194425.26775889017,2494539.7963856803
498877620,6.00890588760376,50,0.8014166247297099,0.8719955062527381,0.45,0.25,0.5182083123648549,0.0875,0.15546249370945645,120.0,0.9,1.0,0.7973705189064162,0.9024196826374961,1.0,195533.16401536582,2493630.9508999167
498877627,6.282195568084717,50,0.7905817661010502,0.7216292508787325,0.45,0.25,0.5127908830505251,0.0875,0.15383726491515753,120.0,0.9,1.0,0.7534947370582923,0.8577854606853659,1.0,195254.62704579788,2493803.685815654
498877630,7.633520603179932,50,0.7370070548611014,0.7395805419465682,0.45,0.25,0.4860035274305507,0.0875,0.1458010582291652,120.0,0.9,1.0,0.7269092273060808,0.827449721146358,1.0,195062.312808929,2493922.753112864
499209733,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,193508.90327019262,2493947.8502334086
499209819,5.814112186431885,50,0.8091394271796095,0.5004866430176407,0.45,0.25,0.5220697135898047,0.0875,0.1566209140769414,120.0,0.9,1.0,0.7089725285185837,0.8145622884211565,1.0,197242.4946312009,2492874.317990827
499210066,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,193492.63980617712,2493974.5331454384
499236929,6.943958759307861,50,0.7643454639840626,0.767609935261125,0.45,0.39557519505898037,0.5556631916301007,0.1384513182706431,0.16669895748903021,120.0,0.9,1.0,0.7633225441584504,0.8925401663443319,1.0,195985.7208773286,2494814.5366532532
499236944,14.871338844299316,50,0.45005609028588844,0.21653916803975082,0.45,0.46787105449844907,0.42632460456542465,0.46787105449844907,0.42632460456542465,15.0,0.15,0.05,0.5705047734799511,0.5705047734799511,0.6211017075086878,195999.91950849054,2494488.14937742
499237147,8.265166282653809,10,0.7119647933733685,0.8441299007850945,0.15,0.4969254295048459,0.5234537157270096,0.17392390032669605,0.1570361147181029,120.0,0.9,1.0,0.6988051145605861,0.8366889405979975,1.0,196114.64412109763,2494660.765680979
499237159,11.136068344116211,50,0.5981448426239289,0.8129368033533071,0.45,0.25,0.4165724213119644,0.25,0.4165724213119644,15.0,0.15,0.05,0.7555283485438805,0.7555283485438805,0.8061252825726172,195518.40579727892,2494617.479827425
499237225,0.0,50,1.0,0.0,0.45,0.25,0.6175,0.0875,0.18525,120.0,0.9,1.0,0.69455,0.8135000000000001,1.0,194496.1523615098,2494569.777744281
499237384,9.683685302734375,50,0.6557261054814973,0.7957283271248123,0.45,0.25,0.44536305274074867,0.25,0.44536305274074867,15.0,0.15,0.05,0.7886540503441763,0.7886540503441763,0.839250984372913,194559.6711191621,2494539.5075802393
499237394,9.248665809631348,50,0.6729729137041405,0.7425629112219327,0.45,0.25,0.45398645685207023,0.0875,0.13619593705562105,120.0,0.9,1.0,0.6905150177538846,0.7865731217131745,1.0,194652.62601756793,2494529.779420581
499237416,14.801714897155762,80,0.45281640535941076,0.9205155817315184,0.95,0.25,0.4189082026797054,0.25,0.4189082026797054,15.0,0.15,0.05,0.8029595589164966,0.8029595589164966,0.8535564929452333,195223.85211776057,2494567.2882358795
499237442,8.057137489318848,50,0.7202123150599109,0.8592583309603565,0.45,0.4932683386345871,0.5711709031586427,0.17264391852210548,0.1713512709475928,120.0,0.9,1.0,0.7697303939169798,0.9138192043816861,1.0,196097.62358687713,2494640.47472222
499237746,9.993117332458496,50,0.6434583451645334,0.7065016670598847,0.45,0.4546723372557375,0.5179493022960119,0.15913531803950812,0.15538479068880356,120.0,0.9,1.0,0.6834315283511269,0.8150518345158144,1.0,195999.5718456168,2494080.6481954306
499237756,10.823492050170898,50,0.6105372606237875,0.9712884195745883,0.45,0.47187686806774964,0.5081058872610282,0.16515690382371237,0.15243176617830848,120.0,0.9,1.0,0.7321353322371345,0.8646141493024859,1.0,196018.32282799087,2494129.5684599685
499237864,6.985608100891113,50,0.7626942317559114,0.8510971902302147,0.45,0.25,0.4988471158779557,0.0875,0.1496541347633867,120.0,0.9,1.0,0.7696869519759822,0.8720255481988961,1.0,196504.44649261457,2492636.991232288
499237881,6.682581901550293,50,0.7747080261474878,0.6300948987261835,0.45,0.25,0.5048540130737439,0.0875,0.15145620392212317,120.0,0.9,1.0,0.7214043798470888,0.824583941677413,1.0,196690.66195127333,2492658.024195029
499237908,9.387280464172363,80,0.6674773890170418,0.33190350754892706,0.95,0.25,0.5262386945085209,0.0875,0.15787160835255626,120.0,0.9,1.0,0.689162762517116,0.795336179748309,1.0,196996.34145458642,2492763.526384562
499256255,11.250467300415039,50,0.5936093749231997,0.948870393127071,0.45,0.6724220213265039,0.5767746956641013,0.23534770746427633,0.1730324086992304,120.0,0.9,1.0,0.7353787777222288,0.9035420978876486,1.0,196539.1644429934,2494674.8106054245
499256522,12.013575553894043,50,0.5633551405508758,0.5648938893162261,0.45,0.5818054944308331,0.5267950681334506,0.20363192305079156,0.15803852044003516,120.0,0.9,1.0,0.6134028883302036,0.762788912144895,1.0,196274.65472825483,2494627.763792775
499256749,10.703232765197754,50,0.6153050672573004,0.7869049303813439,0.45,0.4731576759294195,0.5109824089861192,0.1656051865752968,0.15329472269583577,120.0,0.9,1.0,0.6889240014410777,0.821972036569959,1.0,196019.4630851964,2494529.782732208
499256795,9.606269836425781,10,0.658795323578753,0.516363144978422,0.15,0.4020494809505796,0.4603782313857533,0.14071731833270285,0.13811346941572597,120.0,0.9,1.0,0.5771943717626055,0.6939137566801864,1.0,195999.78831223102,2494814.6351919738
499264828,13.522111892700195,50,0.5035476207850522,0.787011046786964,0.45,0.4058688040661361,0.4292233504179631,0.4058688040661361,0.4292233504179631,15.0,0.15,0.05,0.7307223840253396,0.7307223840253396,0.7813193180540763,195974.54584714456,2494756.1004889677
499264853,13.485885620117188,50,0.504983849702988,0.8652645409753802,0.45,0.4186549347715797,0.43485920745594775,0.4186549347715797,0.43485920745594775,15.0,0.15,0.05,0.7547600810259939,0.7547600810259939,0.8053570150547306,195974.76291739877,2494703.05858743
499264939,9.28969955444336,10,0.6713460874615241,0.7361851507410839,0.15,0.38388202856285764,0.4596661316395535,0.13435870999700017,0.13789983949186604,120.0,0.9,1.0,0.6377383456868826,0.7519962678295915,1.0,195888.9708623374,2494663.6118719634
499265789,9.21260929107666,50,0.6744024125439582,0.7247329709751724,0.45,0.38957603506302274,0.508384296680834,0.13635161227205794,0.15251528900425018,120.0,0.9,1.0,0.6998779498982317,0.8216966359917414,1.0,195885.61148905667,2494621.857869489
499281470,12.897887229919434,50,0.5282956682116859,0.8287709874933793,0.45,0.43166239853663085,0.4515179873891625,0.15108183948782078,0.13545539621674874,120.0,0.9,1.0,0.6450628115306861,0.7643914415749309,1.0,196009.72356935643,2494720.367565976
499281479,12.080198287963867,50,0.5607138117461037,0.771319908801401,0.45,0.41819718186488974,0.46254812966724024,0.1463690136527114,0.13876443890017207,120.0,0.9,1.0,0.6482492641712839,0.7673716359671333,1.0,196009.85218007787,2494773.192014642
499281499,10.422530174255371,10,0.6264338185669244,0.6503028144044807,0.15,0.4972297049566847,0.48080525734372553,0.17403039673483964,0.14424157720311764,120.0,0.9,1.0,0.6007686986005201,0.7327212962730107,1.0,196099.98688061832,2494627.725576576
499281585,13.575462341308594,50,0.5014324857846004,0.7982051951311666,0.45,0.46317342704534403,0.45020602252512487,0.1621106994658704,0.13506180675753746,120.0,0.9,1.0,0.6247736672090035,0.7480150558784157,1.0,196016.21286397253,2494584.103854073
499281680,9.697637557983398,50,0.6551729535552772,0.8080897916923753,0.45,0.5580856013318496,0.5635809388283499,0.19532996046614734,0.16907428164850496,120.0,0.9,1.0,0.7252484208014267,0.8767008804105361,1.0,196224.01444512216,2494626.725298671
499281804,8.265166282653809,10,0.7119647933733685,0.8441299007850945,0.15,0.48797034823209623,0.520009453699029,0.17078962188123367,0.1560028361097087,120.0,0.9,1.0,0.6979716031498149,0.8342090719378514,1.0,196104.3303648355,2494677.0970479907
499281866,8.303446769714355,50,0.7104471229483187,0.6464985019253059,0.45,0.536216839021819,0.5828069610979358,0.18767589365763665,0.17484208832938075,120.0,0.9,1.0,0.7148741395003052,0.8661753031268528,1.0,196206.4691590285,2494677.8041443718
499287730,5.748647212982178,50,0.8117348553392394,0.909874807436035,0.45,0.25,0.5233674276696196,0.0875,0.15701022830088587,120.0,0.9,1.0,0.8128249179557675,0.9185963578295144,1.0,195698.40755349776,2493527.777818271
499287733,6.755893230438232,50,0.7718015209220358,0.8442748184601253,0.45,0.25,0.5034007604610179,0.0875,0.15102022813830537,120.0,0.9,1.0,0.7732635867498121,0.8762396932143547,1.0,195687.65979542013,2493534.696459344
499374438,12.791379928588867,50,0.5325182628987808,0.9888087990026059,0.45,0.6194833232667931,0.5258681019366185,0.21681916314337757,0.15776043058098554,120.0,0.9,1.0,0.7050031630898534,0.8591575293856633,1.0,196700.19048085203,2494843.4899845254
499374459,13.83145523071289,10,0.49128337674485784,0.9626202845311986,0.15,0.7508485221103913,0.510775735337964,0.26279698273863694,0.1532327206013892,120.0,0.9,1.0,0.6240668690104767,0.7931857798321424,1.0,196683.77435800905,2494589.290527299
499374605,11.70731258392334,50,0.5754972601398268,0.8104210148724134,0.45,0.724869837532053,0.5878908752745492,0.25370444313621854,0.17636726258236476,120.0,0.9,1.0,0.6951430879387247,0.8716808893563286,1.0,196638.96897127334,2494621.9751652777
499374672,10.540329933166504,10,0.6217635224472682,0.9641362697959189,0.15,0.7143447510769849,0.5619758962532436,0.2500206628769447,0.16859276887597308,120.0,0.9,1.0,0.6967266911455609,0.868268134261023,1.0,196754.09058531257,2494673.7488513743
499374692,10.983567237854004,10,0.6041909103867413,0.9547371242010634,0.15,0.6929563652707256,0.5449632879898036,0.24253472784475394,0.1634889863969411,120.0,0.9,1.0,0.6821940246113126,0.8485732124150794,1.0,196504.68788332574,2494594.910182173
499374765,10.42810344696045,50,0.6262128602718573,0.7831099397432378,0.45,0.659430875162943,0.5880798436601375,0.23080080630703,0.17642395309804126,120.0,0.9,1.0,0.7116395099663452,0.8796967018499471,1.0,196449.04486139462,2494625.7478307253
499374790,24.082170486450195,50,0.08488292121687374,0.05745639524072088,0.45,0.8241809692519665,0.3807802949361163,0.28846333923818823,0.11423408848083488,120.0,0.9,1.0,0.23158919102326542,0.3920419583170774,1.0,196699.18926861888,2494444.7936624466
499374805,9.932990074157715,50,0.6458421539577207,0.858080882301052,0.45,0.7433609817457835,0.6301753007272386,0.2601763436110242,0.18905259021817158,120.0,0.9,1.0,0.7495791920178485,0.9344406617466138,1.0,196750.4681102991,2494619.5860188575
499374818,13.539840698242188,50,0.5028447435254191,0.7494720881667833,0.45,0.7296903820475267,0.5534186725502198,0.2553916337166343,0.16602560176506595,120.0,0.9,1.0,0.6382160780770164,0.8105544419002257,1.0,196659.65986916283,2494621.677557612
499478446,11.268155097961426,50,0.5929081234689545,0.948994801559699,0.45,0.25,0.41395406173447724,0.25,0.41395406173447724,15.0,0.15,0.05,0.7861389806447452,0.7861389806447452,0.8367359146734819,196014.8387802363,2496174.517375647
499478538,15.73504638671875,10,0.4158134906306348,0.788512912204183,0.15,0.25,0.2804067453153174,0.25,0.2804067453153174,15.0,0.15,0.05,0.5619069969609585,0.5619069969609585,0.6125039309896951,195888.00638466643,2495887.155473946
499478570,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,194363.7309522148,2495645.881139827
499478603,10.307851791381836,10,0.6309803644299492,0.686459613397741,0.15,0.25,0.3879901822149746,0.25,0.3879901822149746,15.0,0.15,0.05,0.6762521402289023,0.6762521402289023,0.726849074257639,195989.78733662353,2495983.567735391
499478696,15.308732986450195,50,0.4327151365884478,0.7022246824041596,0.45,0.25,0.3338575682942239,0.25,0.3338575682942239,15.0,0.15,0.05,0.6203210093835311,0.6203210093835311,0.6709179434122677,196002.46871065086,2495747.7562910034
499478701,13.057682037353516,10,0.5219604339463628,0.869325359050616,0.15,0.25,0.3334802169731814,0.25,0.3334802169731814,15.0,0.15,0.05,0.65110562182779,0.65110562182779,0.7017025558565266,195989.06432131794,2495747.301132276
499478765,15.73504638671875,10,0.4158134906306348,0.788512912204183,0.15,0.25,0.2804067453153174,0.25,0.2804067453153174,15.0,0.15,0.05,0.5619069969609585,0.5619069969609585,0.6125039309896951,195878.99939730228,2495861.7848243113
499478781,12.313314437866211,50,0.5514716752563384,0.8422735431559758,0.45,0.25,0.3932358376281692,0.25,0.3932358376281692,15.0,0.15,0.05,0.732524974705614,0.732524974705614,0.7831219087343506,196002.00125565758,2495583.154830046
499478798,14.632671356201172,50,0.45951831545388516,0.6292744575069955,0.45,0.25,0.3472591577269426,0.25,0.3472591577269426,15.0,0.15,0.05,0.6195055194217742,0.6195055194217742,0.6701024534505109,196004.338964638,2495983.7341384725
499478813,14.647650718688965,10,0.45892444277410793,0.8392242640418397,0.15,0.25,0.301962221387054,0.25,0.301962221387054,15.0,0.15,0.05,0.60260695381363,0.60260695381363,0.6532038878423667,196051.96614932036,2495887.8889773535
499481765,10.6094388961792,10,0.6190236244646657,0.6094248247636925,0.15,0.2733907432721228,0.3910082519523801,0.2733907432721228,0.3910082519523801,15.0,0.15,0.05,0.6556989986913899,0.6556989986913899,0.7062959327201266,196000.8588235117,2495185.1457509124
499481994,7.917366027832031,50,0.7257537025827242,0.7438420537765806,0.45,0.25,0.4803768512913621,0.0875,0.14411305538740862,120.0,0.9,1.0,0.7214476609421251,0.8212004201229158,1.0,196001.5324015966,2495422.111441539
499542312,10.524407386779785,50,0.622394788650971,0.6101775336287205,0.45,0.25,0.4286973943254855,0.25,0.4286973943254855,15.0,0.15,0.05,0.7206009960303114,0.7206009960303114,0.771197930059048,197407.17929705442,2496091.465561046
499542404,10.367220878601074,80,0.6286266141317273,0.5770876203471139,0.95,0.25,0.5068133070658636,0.0875,0.15204399211975908,120.0,0.9,1.0,0.7279253412831802,0.8313792042724012,1.0,197645.86757723923,2495792.849992503
499542432,9.553323745727539,80,0.66089442738189,0.6747829703743785,0.95,0.25,0.522947213690945,0.0875,0.15688416410728348,120.0,0.9,1.0,0.7710645104750908,0.8767771203918233,1.0,197417.92466354178,2495645.5101479883
499542538,10.188592910766602,10,0.6357085089738786,0.5382462503311518,0.15,0.25,0.39035425448693933,0.25,0.39035425448693933,15.0,0.15,0.05,0.6422720934158092,0.6422720934158092,0.6928690274445458,197404.68307065696,2495645.4717381955
499542953,10.188592910766602,10,0.6357085089738786,0.5382462503311518,0.15,0.25,0.39035425448693933,0.25,0.39035425448693933,15.0,0.15,0.05,0.6422720934158092,0.6422720934158092,0.6928690274445458,197388.73078842892,2495640.587609178
499542965,5.379868507385254,50,0.826355477432876,0.9259506263323557,0.45,0.25,0.530677738716438,0.0875,0.1592033216149314,120.0,0.9,1.0,0.8253238334941569,0.9321187169144584,1.0,196702.92260694708,2495593.6506289258
499543059,8.792498588562012,50,0.6910581459844687,0.8064911078695793,0.45,0.25,0.46302907299223434,0.0875,0.13890872189767028,120.0,0.9,1.0,0.7169865016383866,0.8143105718572995,1.0,196690.04539457423,2496132.9018406747
499543065,7.51073694229126,50,0.7418749430495496,0.8757745591651293,0.45,0.25,0.4884374715247748,0.0875,0.14653124145743243,120.0,0.9,1.0,0.7637811067600211,0.8646623527734896,1.0,196677.28303410998,2495991.34406683
499543123,8.560516357421875,10,0.7002553270647823,0.7118938872182158,0.15,0.25,0.4226276635323912,0.25,0.4226276635323912,15.0,0.15,0.05,0.7276394343966626,0.7276394343966626,0.7782363684253992,196177.4330508262,2495863.8699693093
499543137,11.26745319366455,10,0.5929359512076898,0.9244180357931995,0.15,0.25,0.3689679756038449,0.25,0.3689679756038449,15.0,0.15,0.05,0.7110128772332983,0.7110128772332983,0.761609811262035,196218.72044604836,2495842.004508664
499543146,12.046070098876953,10,0.5620668599232544,0.6420507678431482,0.15,0.25,0.35353342996162723,0.25,0.35353342996162723,15.0,0.15,0.05,0.6203561509109025,0.6203561509109025,0.6709530849396391,196304.38054365164,2495795.475183188
499543165,8.833083152770996,50,0.6894491279822659,0.7712363936881933,0.45,0.25,0.46222456399113293,0.0875,0.13866736919733988,120.0,0.9,1.0,0.7072395926517625,0.8044510316105211,1.0,196641.19670071313,2495862.129115771
499543176,9.520310401916504,10,0.6622032763381418,0.5247349688531303,0.15,0.25,0.4036016381690709,0.25,0.4036016381690709,15.0,0.15,0.05,0.6561158718330748,0.6561158718330748,0.7067128058618115,196342.11193162733,2495795.27228059
499543273,10.350557327270508,50,0.6292872582606983,0.8725952868580827,0.45,0.25,0.43214362913034915,0.25,0.43214362913034915,15.0,0.15,0.05,0.7906855395839747,0.7906855395839747,0.8412824736127114,196961.86370018084,2495929.25275051
499543276,9.444574356079102,50,0.6652059120333419,0.8364345302545477,0.45,0.25,0.45010295601667094,0.0875,0.13503088680500128,120.0,0.9,1.0,0.7094780615429752,0.8049924753853092,1.0,196882.20475586283,2495915.2294751373
499543283,9.606014251708984,10,0.6588054565053578,0.7621456198409212,0.15,0.25,0.4019027282526789,0.25,0.4019027282526789,15.0,0.15,0.05,0.7132599516887129,0.7132599516887129,0.7638568857174496,196179.80461079528,2495887.9864712283
499543338,11.028156280517578,10,0.6024231305979221,0.7486346721372602,0.15,0.25,0.37371156529896105,0.25,0.37371156529896105,15.0,0.15,0.05,0.6732337029229645,0.6732337029229645,0.7238306369517011,196098.1484691511,2495959.3877941985
499543341,8.576006889343262,50,0.6996411885317957,0.8659200261373934,0.45,0.25,0.46732059426589784,0.0875,0.14019617827976935,120.0,0.9,1.0,0.7368218958827898,0.8347467790800156,1.0,196304.49515392946,2495957.478469235
499543343,9.302220344543457,10,0.6708496874861759,0.8932301833870774,0.15,0.25,0.40792484374308796,0.25,0.40792484374308796,15.0,0.15,0.05,0.7538598427127838,0.7538598427127838,0.8044567767415205,196522.35519935266,2495957.2730326564
499681297,3.3078715801239014,50,0.9085019885868462,0.609247447532101,0.45,0.4590242743216987,0.6521449459556149,0.16065849601259452,0.19564348378668447,120.0,0.9,1.0,0.8132483515656465,0.9642217996612534,1.0,197402.39464008494,2494859.6606309
499681310,13.08542537689209,50,0.5208605198871918,0.5395317584396755,0.45,0.5582711557566737,0.49649608908077814,0.1953949045148358,0.14894882672423343,120.0,0.9,1.0,0.5802249717956882,0.7223096745153648,1.0,197343.5005442527,2494620.3752254294
499681326,12.136302947998047,50,0.5584894831186578,0.8857596814114193,0.45,0.31276605899804866,0.42088553348165525,0.31276605899804866,0.42088553348165525,15.0,0.15,0.05,0.7653394545640574,0.7653394545640574,0.815936388592794,197827.58227266703,2494619.7491099355
499681378,11.466557502746582,50,0.5850422501449046,0.9205872478549275,0.45,0.25,0.4100211250724523,0.25,0.4100211250724523,15.0,0.15,0.05,0.7739242745579199,0.7739242745579199,0.8245212085866566,198727.29493671062,2494623.131884347
500015586,10.74605655670166,50,0.6136072727190234,0.9189766912013073,0.45,0.25,0.4243036363595117,0.25,0.4243036363595117,15.0,0.15,0.05,0.7920889000676921,0.7920889000676921,0.8426858340964287,198746.26996903482,2495864.2872713245
500015592,8.04976749420166,50,0.720504506316632,0.9101818142848942,0.45,0.25,0.477752253158316,0.0875,0.1433256759474948,120.0,0.9,1.0,0.7599880672348701,0.8593733826770344,1.0,197905.97152315738,2496397.1507257307
