osmid,elevation,worldcover,low_elevation,slope_risk,landcover,rainfall_truth,water_truth,rainfall_observed,water_observed,age_minutes,uncertainty,sensitivity,observed_risk,true_risk,trusted_risk,x,y
2269583676,10.469030380249023,50,0.6245902686851356,0.41490370228242535,0.45,0.25,0.4297951343425678,0.25,0.4297951343425678,15.0,0.15,0.05,0.6732096002159444,0.6732096002159444,0.7238065342446811,194973.41639319347,2493616.66363466
2269583677,5.468345642089844,50,0.8228477077845452,0.7395572015823575,0.45,0.25,0.5289238538922726,0.0875,0.15867715616768177,120.0,0.9,1.0,0.7766909709106257,0.8832403104555439,1.0,194784.29566072556,2493678.2656984245
2269583678,17.574689865112305,50,0.34287887787668303,0.27936632651562643,0.45,0.25,0.2889394389383415,0.25,0.2889394389383415,15.0,0.15,0.05,0.45621285224875063,0.45621285224875063,0.5068097862774873,194938.77334088302,2493430.7924530543
2319202434,8.47667407989502,50,0.7035793428948335,0.7101412857331678,0.45,0.25,0.46928967144741673,0.0875,0.140786901434225,120.0,0.9,1.0,0.7001613403122954,0.7983618943149338,1.0,198420.95095751027,2496408.4527139263
2319202440,9.219358444213867,50,0.6741348352246239,0.678031143245847,0.45,0.25,0.45456741761231195,0.0875,0.13637022528369358,120.0,0.9,1.0,0.6750559902417436,0.7711954287074674,1.0,197906.0149750535,2496410.8718332564
2319202446,15.278223037719727,50,0.43392473579717206,0.7846239879246159,0.45,0.25,0.334462367898586,0.25,0.334462367898586,15.0,0.15,0.05,0.6417070752493158,0.6417070752493158,0.6923040092780525,199264.4241576676,2496324.098321809
2323527344,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,194186.34148911462,2494144.4055936015
2323527539,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,194404.12920495396,2493963.4570086305
2324186905,17.567960739135742,10,0.3431456611980371,0.545201058999291,0.15,0.25,0.24407283059901855,0.25,0.24407283059901855,15.0,0.15,0.05,0.4538449445285469,0.4538449445285469,0.5044418785572835,199250.54539871507,2495737.8908630945
2324186961,12.082698822021484,10,0.5606146754268589,0.8690620110801643,0.15,0.25,0.3528073377134295,0.25,0.3528073377134295,15.0,0.15,0.05,0.6761650417974995,0.6761650417974995,0.7267619758262361,199263.39269535674,2495939.697654414
2327294743,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,199419.48502672126,2496698.0343808103
2327294747,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,199525.63367026352,2496697.231151852
2367560889,23.07273292541504,50,0.12490314169877002,0.8191594422001033,0.45,0.25,0.179951570849385,0.25,0.179951570849385,15.0,0.15,0.05,0.4494769026542264,0.4494769026542264,0.500073836682963,198067.36021909915,2496547.1677881144
2367560891,9.219358444213867,50,0.6741348352246239,0.678031143245847,0.45,0.25,0.45456741761231195,0.0875,0.13637022528369358,120.0,0.9,1.0,0.6750559902417436,0.7711954287074674,1.0,197889.00013440585,2496411.0625089584
2367560900,26.223188400268555,50,0.0,1.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.41350000000000003,0.41350000000000003,0.4640969340287367,198091.36999906017,2496743.0147791356
2367560907,21.741592407226562,50,0.1776776164029396,0.0,0.45,0.25,0.20633880820146983,0.25,0.20633880820146983,15.0,0.15,0.05,0.27899045066191075,0.27899045066191075,0.3295873846906474,197941.22110101423,2496687.467008678
2367560911,22.69100570678711,50,0.14003712129604667,0.8905462679925837,0.45,0.25,0.18751856064802336,0.25,0.18751856064802336,15.0,0.15,0.05,0.4771606958405763,0.4771606958405763,0.527757629869313,198091.1892299872,2496663.668246505
2367560914,5.700007438659668,50,0.8136632306719151,0.7331580080193582,0.45,0.25,0.5243316153359576,0.0875,0.15729948460078727,120.0,0.9,1.0,0.7697641757945504,0.8756706019415845,1.0,198252.29898452427,2496123.916188081
2367560918,13.403773307800293,10,0.5082392792313192,0.8396767428695784,0.15,0.25,0.3266196396156596,0.25,0.3266196396156596,15.0,0.15,0.05,0.6347747172177521,0.6347747172177521,0.6853716512464888,198161.14927150944,2496548.6045475733
2367560919,17.08377456665039,50,0.3623417344621212,0.8935808967963955,0.45,0.25,0.2986708672310606,0.25,0.2986708672310606,15.0,0.15,0.05,0.6224173515994778,0.6224173515994778,0.6730142856282144,198257.46516864153,2496595.3255486884
2367560920,16.031585693359375,10,0.4040568759657946,0.7179048535178769,0.15,0.25,0.27452843798289733,0.25,0.27452843798289733,15.0,0.15,0.05,0.5366131827572358,0.5366131827572358,0.5872101167859725,198114.6814043236,2496558.8508263007
2367560936,19.80883026123047,10,0.2543040172894951,0.8548094644294757,0.15,0.25,0.19965200864474755,0.25,0.19965200864474755,15.0,0.15,0.05,0.4734999773455407,0.4734999773455407,0.5240969113742774,198085.86278334155,2496458.7640478243
2367560939,26.223188400268555,50,0.0,1.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.41350000000000003,0.41350000000000003,0.4640969340287367,198268.7262546064,2496752.374330785
2367560940,15.60891342163086,10,0.420814165528918,0.7821660973747597,0.15,0.25,0.28290708276445903,0.25,0.28290708276445903,15.0,0.15,0.05,0.5635707319374867,0.5635707319374867,0.6141676659662234,197939.45663293236,2496537.6020345134
2367560943,19.80883026123047,10,0.2543040172894951,0.8548094644294757,0.15,0.25,0.19965200864474755,0.25,0.19965200864474755,15.0,0.15,0.05,0.4734999773455407,0.4734999773455407,0.5240969113742774,198089.5703875695,2496441.0233142474
2367560945,18.104328155517578,50,0.321880807291775,0.7479598757443884,0.45,0.25,0.2784404036458875,0.25,0.2784404036458875,15.0,0.15,0.05,0.5597124936757509,0.5597124936757509,0.6103094277044876,198320.56716136012,2496468.5931759775
2367560947,20.214183807373047,50,0.23823334693212414,0.6491967576967891,0.45,0.25,0.23661667346606208,0.25,0.23661667346606208,15.0,0.15,0.05,0.48065086493007797,0.48065086493007797,0.5312477989588146,198237.2852041463,2496466.9377956297
2367574745,12.357491493225098,50,0.5497202291402552,0.7812011795395173,0.45,0.25,0.3923601145701276,0.25,0.3923601145701276,15.0,0.15,0.05,0.7161184438260453,0.7161184438260453,0.7667153778547819,198779.62070464995,2496065.459602213
2367574746,12.634160995483398,50,0.5387513739000764,0.7006108595300113,0.45,0.25,0.3868756869500382,0.25,0.3868756869500382,15.0,0.15,0.05,0.6888411079175526,0.6888411079175526,0.7394380419462893,198721.85507561086,2496187.396117672
2367574747,18.329715728759766,50,0.3129450784035196,0.7532529172355931,0.45,0.25,0.2739725392017598,0.25,0.2739725392017598,15.0,0.15,0.05,0.5552275302711861,0.5552275302711861,0.6058244642999228,198004.35858584067,2496069.5573889874
2367574749,7.472851753234863,50,0.743376941466847,0.8555943348382424,0.45,0.25,0.4891884707334235,0.0875,0.14675654122002704,120.0,0.9,1.0,0.7596072097603318,0.8605935956630111,1.0,198614.62217397545,2496429.0235610823
2367574751,12.483254432678223,50,0.5447342242998923,0.5376481266770969,0.45,0.25,0.3898671121499461,0.25,0.3898671121499461,15.0,0.15,0.05,0.6519892774642042,0.6519892774642042,0.7025862114929409,198006.41189701733,2496165.592795809
2367574753,10.308631896972656,50,0.6309494363181481,0.9363027990508601,0.45,0.25,0.43297471815907407,0.25,0.43297471815907407,15.0,0.15,0.05,0.8076928333695115,0.8076928333695115,0.8582897673982481,198824.79628748487,2495972.4332550657
2367574754,9.062588691711426,50,0.6803501379855061,0.7808095430094966,0.45,0.25,0.45767506899275306,0.0875,0.13730252069782592,120.0,0.9,1.0,0.7043554657839676,0.8009299754429531,1.0,198841.2169084603,2496131.453111525
2367574755,18.70818519592285,50,0.29794025581102546,0.47466771808769037,0.45,0.25,0.2664701279055127,0.25,0.2664701279055127,15.0,0.15,0.05,0.47582809579908913,0.47582809579908913,0.5264250298278258,198066.33372996346,2496164.5807615863
2367574768,9.47238540649414,50,0.6641033135048092,0.6053634345038387,0.45,0.25,0.4495516567524046,0.25,0.4495516567524046,15.0,0.15,0.05,0.7465080124040857,0.7465080124040857,0.7971049464328224,198615.2543407099,2496204.728306627
2367574770,11.770405769348145,50,0.5729958640267117,0.68179494982227,0.45,0.25,0.4039979320133558,0.25,0.4039979320133558,15.0,0.15,0.05,0.7063960490729301,0.7063960490729301,0.7569929831016667,198690.57042143028,2496202.80694084
2367574772,4.289058685302734,50,0.8696017873272629,0.8711191101461111,0.45,0.25,0.5523008936636314,0.0875,0.16569026809908943,120.0,0.9,1.0,0.8366988141863402,0.9465209392992486,1.0,198889.83636558842,2496114.295073419
2367574781,8.735855102539062,50,0.6933038369385253,0.8756149196566969,0.45,0.25,0.4641519184692626,0.0875,0.1392455755407788,120.0,0.9,1.0,0.7355699553385189,0.8330512239242157,1.0,198737.67066931352,2496193.7694196617
2367574785,8.124168395996094,50,0.7175548038201134,0.45825317185774805,0.45,0.25,0.4762774019100567,0.0875,0.142883220573017,120.0,0.9,1.0,0.6452950791801026,0.7444739154475107,1.0,198856.18746109738,2496093.6849289215
2367574786,11.235856056213379,50,0.5941886531639118,0.9067715343588281,0.45,0.25,0.4145943265819559,0.25,0.4145943265819559,15.0,0.15,0.05,0.7764155081462496,0.7764155081462496,0.8270124421749863,198739.33065331157,2496172.899135414
2367574790,11.713865280151367,50,0.5752374715625842,0.7284307140692378,0.45,0.25,0.4051187357812921,0.25,0.4051187357812921,15.0,0.15,0.05,0.7195120350329893,0.7195120350329893,0.770108969061726,198815.7102044862,2495989.492196721
2367574792,9.588273048400879,50,0.6595088252875502,0.7736046658222493,0.45,0.25,0.4472544126437751,0.25,0.4472544126437751,15.0,0.15,0.05,0.7855819028924699,0.7855819028924699,0.8361788369212065,198441.8766091218,2496205.3056931873
2367574793,13.378666877746582,10,0.5092346502230946,0.7926581275105792,0.15,0.25,0.3271173251115473,0.25,0.3271173251115473,15.0,0.15,0.05,0.6236670545226564,0.6236670545226564,0.674263988551393,198088.7920904897,2496370.0236958726
2367574794,12.698891639709473,50,0.5361850589997214,0.6819215456690106,0.45,0.25,0.38559252949986067,0.25,0.38559252949986067,15.0,0.15,0.05,0.6825006747670717,0.6825006747670717,0.7330976087958083,198822.65166720172,2496175.9643200357
2367574802,9.517976760864258,50,0.6622957960075513,0.8200453747170309,0.45,0.25,0.44864789800377564,0.25,0.44864789800377564,15.0,0.15,0.05,0.7990036110841661,0.7990036110841661,0.8496005451129027,198765.0415181623,2496103.7522288943
2367574804,12.130346298217773,10,0.5587256408036319,0.8251605740766419,0.15,0.25,0.35186282040181593,0.25,0.35186282040181593,15.0,0.15,0.05,0.6639618100415212,0.6639618100415212,0.7145587440702579,198881.88825360523,2496427.2158484203
2367574808,10.811219215393066,50,0.611023830147952,0.7619853127837678,0.45,0.25,0.423011915073976,0.25,0.423011915073976,15.0,0.15,0.05,0.7511618177921108,0.7511618177921108,0.8017587518208474,198726.98604717024,2496203.85478908
2367574809,19.100940704345703,50,0.2823690479926408,0.9228139877396094,0.45,0.25,0.2586845239963204,0.25,0.2586845239963204,15.0,0.15,0.05,0.5777433781301189,0.5777433781301189,0.6283403121588556,198252.3103037582,2496322.019226464
2367574810,16.418285369873047,50,0.38872575801285747,0.6377935235567453,0.45,0.25,0.31186287900642873,0.25,0.31186287900642873,15.0,0.15,0.05,0.5756201235975438,0.5756201235975438,0.6262170576262804,198089.2673667278,2496323.5060648876
2367574813,15.762267112731934,50,0.41473429613780477,0.026809042729412202,0.45,0.25,0.3248671480689024,0.25,0.3248671480689024,15.0,0.15,0.05,0.4397795531719262,0.4397795531719262,0.49037648720066285,198063.6670411005,2496008.526753035
2367574815,4.289058685302734,50,0.8696017873272629,0.8711191101461111,0.45,0.25,0.5523008936636314,0.0875,0.16569026809908943,120.0,0.9,1.0,0.8366988141863402,0.9465209392992486,1.0,198887.1100283778,2496103.8964351993
2367574817,4.932622909545898,10,0.8440870025177298,0.8597452600703063,0.15,0.25,0.4945435012588649,0.0875,0.14836305037765948,120.0,0.9,1.0,0.7563567764778599,0.8580928666541011,1.0,198912.68751119252,2496197.5192029406
2367574818,11.162274360656738,50,0.5971058773620967,0.6567996369679328,0.45,0.25,0.41605293868104837,0.25,0.41605293868104837,15.0,0.15,0.05,0.7158187295273462,0.7158187295273462,0.7664156635560828,198089.42668444326,2496300.714316685
2367574822,8.735855102539062,50,0.6933038369385253,0.8756149196566969,0.45,0.25,0.4641519184692626,0.0875,0.1392455755407788,120.0,0.9,1.0,0.7355699553385189,0.8330512239242157,1.0,198747.53995745938,2496204.050080168
2367574828,11.467281341552734,50,0.5850135527893338,0.7998130815899027,0.45,0.25,0.41000677639466687,0.25,0.41000677639466687,15.0,0.15,0.05,0.7437120797105427,0.7437120797105427,0.7943090137392793,197905.23806466203,2496167.2835263056
2376737480,9.456445693969727,10,0.6647352602782093,0.828113988426231,0.15,0.3597430813208202,0.44707650757018935,0.3597430813208202,0.44707650757018935,15.0,0.15,0.05,0.7639968080377748,0.7639968080377748,0.8145937420665115,197770.90225880238,2494200.016863751
2376737497,5.773464202880859,10,0.8107509595087496,0.900732107834676,0.15,0.36632140105161265,0.5226144801588413,0.12821249036806442,0.15678434404765237,120.0,0.9,1.0,0.7580954215716247,0.8788832309305721,1.0,197742.7709147068,2494112.585589717
2376751183,9.826177597045898,50,0.6500768476616571,0.869341773596846,0.45,0.35673450842248994,0.4835901578394785,0.12485707794787147,0.14507704735184354,120.0,0.9,1.0,0.7188645346730659,0.8329426428655166,1.0,197684.18385578378,2493893.399710548
2380017690,8.16460132598877,50,0.7159517975169036,0.9686162905872007,0.45,0.25,0.4754758987584518,0.0875,0.14264276962753553,120.0,0.9,1.0,0.7719561152066042,0.8710227410327875,1.0,198227.91836864472,2494018.150077197
2380017692,7.119187355041504,50,0.7573983408466968,0.7392416179244843,0.45,0.25,0.4961991704233484,0.0875,0.1488597511270045,120.0,0.9,1.0,0.7386514421722051,0.840619326031474,1.0,198178.11680931685,2494317.329619596
2380017696,7.6371588706970215,10,0.7368628118946947,0.7894432605520857,0.15,0.25,0.44093140594734737,0.25,0.44093140594734737,15.0,0.15,0.05,0.7708216428695731,0.7708216428695731,0.8214185768983098,198333.2142196888,2494315.481586151
2380017739,4.949305534362793,50,0.8434256022002062,0.7060169313243041,0.45,0.25,0.5392128011001032,0.0875,0.16176384033003094,120.0,0.9,1.0,0.7802410821071956,0.8882308742612102,1.0,197775.11835109774,2493376.8840694176
2380017781,8.513833045959473,50,0.702106136356676,0.9087638931193465,0.45,0.25,0.468553068178338,0.0875,0.1405659204535014,120.0,0.9,1.0,0.7489625323667086,0.847059961911676,1.0,198212.04060995067,2494024.9902321748
2399021795,7.951218605041504,50,0.7244115813301584,0.40018306093213074,0.45,0.25,0.4797057906650792,0.0875,0.14391173719952374,120.0,0.9,1.0,0.6347544824045245,0.7344132930976357,1.0,194614.80879134365,2493629.712856235
2399021821,7.951218605041504,50,0.7244115813301584,0.40018306093213074,0.45,0.25,0.4797057906650792,0.0875,0.14391173719952374,120.0,0.9,1.0,0.6347544824045245,0.7344132930976357,1.0,194603.26860521483,2493615.898340078
2399021823,7.951218605041504,50,0.7244115813301584,0.40018306093213074,0.45,0.25,0.4797057906650792,0.0875,0.14391173719952374,120.0,0.9,1.0,0.6347544824045245,0.7344132930976357,1.0,194615.8007887634,2493616.9240885237
2399021838,7.951218605041504,50,0.7244115813301584,0.40018306093213074,0.45,0.25,0.4797057906650792,0.0875,0.14391173719952374,120.0,0.9,1.0,0.6347544824045245,0.7344132930976357,1.0,194601.8893675623,2493628.3733589416
2399038433,25.8984432220459,50,0.012874866296411545,0.8161252902168065,0.45,0.25,0.12393743314820578,0.25,0.12393743314820578,15.0,0.15,0.05,0.3758999856468691,0.3758999856468691,0.42649691967560577,194819.0364356087,2493513.1081288257
2399038434,23.535615921020508,50,0.10655165542907462,0.8809362604454686,0.45,0.25,0.1707758277145373,0.25,0.1707758277145373,15.0,0.15,0.05,0.45299264114026566,0.45299264114026566,0.5035895751690023,194861.82017526304,2493442.8716689227
2399038436,13.114179611206055,50,0.5197205278347334,0.0,0.45,0.25,0.3773602639173667,0.25,0.3773602639173667,15.0,0.15,0.05,0.5013183430925767,0.5013183430925767,0.5519152771213134,194730.09217114578,2493651.4872056176
2399038438,26.101266860961914,50,0.0048337084658711315,0.0699862847347057,0.45,0.25,0.11991685423293558,0.25,0.11991685423293558,15.0,0.15,0.05,0.1841384816864927,0.1841384816864927,0.23473541571522935,194775.32637429668,2493582.3101541125
2399038444,26.478666305541992,50,0.0,0.6045250648332854,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.3146312662083214,0.3146312662083214,0.36522820023705804,194679.17962898826,2493520.2742325556
2399038447,16.155689239501953,50,0.39913665952950705,0.36156927734799293,0.45,0.25,0.3170683297647535,0.25,0.3170683297647535,15.0,0.15,0.05,0.5133311480311779,0.5133311480311779,0.5639280820599145,195109.6296474036,2493350.0024243677
2399038449,4.592144966125488,50,0.8575856109417459,0.0,0.45,0.25,0.5462928054708729,0.0875,0.16388784164126186,120.0,0.9,1.0,0.6119496543462126,0.7209306471121348,1.0,194478.07183337386,2493609.3521475485
2399038450,5.062497615814209,10,0.838937982330142,0.0,0.15,0.25,0.49196899116507103,0.0875,0.1475906973495213,120.0,0.9,1.0,0.5384340297514824,0.6398096885145924,1.0,194493.71350284765,2493632.1187601597
2399038451,12.979011535644531,50,0.525079409250379,0.8669212300138297,0.45,0.25,0.3800397046251895,0.25,0.3800397046251895,15.0,0.15,0.05,0.7215319235162039,0.7215319235162039,0.7721288575449405,194542.48360025178,2493568.357339666
2399038454,18.530540466308594,50,0.3049831691332907,0.3709458097299232,0.45,0.25,0.26999158456664535,0.25,0.26999158456664535,15.0,0.15,0.05,0.4544755123691198,0.4544755123691198,0.5050724463978564,194692.00880848756,2493335.555450107
2399038461,17.87186622619629,50,0.3310970065141863,0.12049273487654066,0.45,0.25,0.28304850325709313,0.25,0.28304850325709313,15.0,0.15,0.05,0.4088362379533563,0.4088362379533563,0.45943317198209294,194647.56161499704,2493404.46210847
2399038469,13.6431884765625,50,0.4987474114720609,0.4204002507694453,0.45,0.25,0.36687370573603045,0.25,0.36687370573603045,15.0,0.15,0.05,0.592785880149201,0.592785880149201,0.6433828141779376,194824.91663960862,2493614.2791461423
2399038473,5.232968807220459,50,0.8321794715225063,0.31482990000310884,0.45,0.25,0.5335897357612531,0.0875,0.16007692072837593,120.0,0.9,1.0,0.6759215684838308,0.7831241314904063,1.0,194676.38158083137,2493682.204180692
2399038474,29.259862899780273,50,0.0,0.9194192640828462,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.3933548160207116,0.3933548160207116,0.44395175004944826,194749.56097271258,2493565.6965439715
2399038475,14.842633247375488,50,0.45119415405753766,0.16675328906023068,0.45,0.25,0.34309707702876885,0.25,0.34309707702876885,15.0,0.15,0.05,0.4984645224024572,0.4984645224024572,0.5490614564311939,194869.11569677177,2493545.8434674656
2399038476,26.524578094482422,50,0.0,0.9870364020158636,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.4102591005039659,0.4102591005039659,0.4608560345327026,194767.6801538514,2493383.3779393095
2399038480,27.880054473876953,50,0.0,0.8070867639774689,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.36527169099436724,0.36527169099436724,0.4158686250231039,194794.90448766638,2493497.3376667704
2399038481,26.220422744750977,50,0.00010964734012567097,0.7717823531779038,0.45,0.25,0.11755482367006284,0.25,0.11755482367006284,15.0,0.15,0.05,0.35651685906555763,0.35651685906555763,0.4071137930942943,194838.16789705935,2493427.922929493
2399038483,24.103939056396484,50,0.08401988322180182,0.619284972352993,0.45,0.25,0.15950994161090093,0.25,0.15950994161090093,15.0,0.15,0.05,0.3729341671824194,0.3729341671824194,0.42353110121115606,194721.68130582583,2493449.865547835
2399038485,10.857139587402344,50,0.609203268398162,0.6909227964645857,0.45,0.25,0.422101634199081,0.25,0.422101634199081,15.0,0.15,0.05,0.7322128235749517,0.7322128235749517,0.7828097576036883,195203.4508116895,2493415.822397327
2399038487,13.058144569396973,50,0.5219420963739625,0.6855304571011258,0.45,0.25,0.37847104818698124,0.25,0.37847104818698124,15.0,0.15,0.05,0.6741449769183572,0.6741449769183572,0.7247419109470938,194920.58076036844,2493300.193336676
2399038489,16.75640296936035,50,0.3753207279222245,0.04554026911368414,0.45,0.25,0.30516036396111224,0.25,0.30516036396111224,15.0,0.15,0.05,0.418843540427867,0.418843540427867,0.46944047445660364,194910.7204235238,2493473.7905761516
2399038492,16.559526443481445,50,0.3831261061620671,0.6179377636698242,0.45,0.25,0.30906305308103355,0.25,0.30906305308103355,15.0,0.15,0.05,0.5670164099227997,0.5670164099227997,0.6176133439515363,194824.37137390545,2493221.553440617
2458982112,13.337639808654785,50,0.5108612117997174,0.5154695833332539,0.45,0.8458764986444495,0.6021138746092624,0.2960567745255573,0.1806341623827787,120.0,0.9,1.0,0.5951792497048254,0.7894391369739004,1.0,196684.12222311395,2494350.7545453412
2459078139,14.123007774353027,50,0.4797244675770925,0.6931358635209991,0.45,0.25,0.35736223378854626,0.25,0.35736223378854626,15.0,0.15,0.05,0.6486048698053599,0.6486048698053599,0.6992018038340966,197978.73224997742,2493283.5355733326
2459078153,10.88562297821045,50,0.6080740142231504,0.6784694128222377,0.45,0.25,0.4215370071115752,0.25,0.4215370071115752,15.0,0.15,0.05,0.7283654624506073,0.7283654624506073,0.778962396479344,197954.51148177084,2493310.2359178625
2459094273,5.167464733123779,50,0.834776449868669,0.9955959721057853,0.45,0.25,0.5348882249343345,0.0875,0.16046646748030036,120.0,0.9,1.0,0.8476193339502742,0.9550036854410812,1.0,197542.57377506263,2492939.550236198
2459094324,4.671104907989502,50,0.8544551604764442,0.8945116623622489,0.45,0.25,0.5447275802382221,0.0875,0.1634182740714666,120.0,0.9,1.0,0.8337619086668998,0.942523769900251,1.0,197383.47281614994,2492735.033014235
2488193951,17.611373901367188,50,0.3414245004334851,0.2393011489657858,0.45,0.25,0.28821225021674257,0.25,0.28821225021674257,15.0,0.15,0.05,0.44525121252321176,0.44525121252321176,0.4958481465519484,196341.00792543666,2495707.1421142244
2491091193,11.34579086303711,50,0.5898301713939164,0.42918109128194726,0.45,0.5885202936279419,0.5426151986307819,0.20598210276977966,0.16278455958923457,120.0,0.9,1.0,0.5954551995589437,0.7479289655388857,1.0,196700.2198640133,2494901.3150025187
2491091234,28.680892944335938,60,0.0,0.0,0.55,0.25,0.1325,0.25,0.1325,15.0,0.15,0.05,0.18650000000000003,0.18650000000000003,0.2370969340287367,197886.76166128874,2494903.2658121795
2491099012,12.912188529968262,50,0.5277286780349533,0.8495980426899314,0.45,0.25,0.38136433901747663,0.25,0.38136433901747663,15.0,0.15,0.05,0.7189231513952025,0.7189231513952025,0.7695200854239391,197395.8777062958,2495890.978827317
2491099022,12.230057716369629,50,0.5547724760978251,0.6868137241532288,0.45,0.25,0.39488623804891254,0.25,0.39488623804891254,15.0,0.15,0.05,0.6958055405018936,0.6958055405018936,0.7464024745306302,197919.70769677468,2495905.78297125
2491099046,11.277314186096191,10,0.5925450017260003,0.6584017538984368,0.15,0.25,0.3687725008630002,0.25,0.3687725008630002,15.0,0.15,0.05,0.6442546895965094,0.6442546895965094,0.6948516236252461,197390.8737821852,2496102.072827383
2491099065,9.226224899291992,50,0.6738626073456913,0.7630509351117849,0.45,0.25,0.4544313036728456,0.0875,0.1363293911018537,120.0,0.9,1.0,0.6961530460384471,0.7922734285526456,1.0,197417.16629905207,2495994.2725359444
2525914418,15.495832443237305,10,0.42529738060066324,0.8227216371422583,0.15,0.25,0.28514869030033163,0.25,0.28514869030033163,15.0,0.15,0.05,0.5766237066759957,0.5766237066759957,0.6272206407047324,195913.78140475065,2495699.0900423047
2525914420,14.476043701171875,10,0.4657279846100506,0.6954313013213841,0.15,0.25,0.3053639923050253,0.25,0.3053639923050253,15.0,0.15,0.05,0.571081015326879,0.571081015326879,0.6216779493556157,196071.2690388604,2495696.8153432994
2525989760,16.57328987121582,10,0.38258044050251755,0.7492293388425811,0.15,0.25,0.2637902202512588,0.25,0.2637902202512588,15.0,0.15,0.05,0.5304846210372818,0.5304846210372818,0.5810815550660184,196105.01313923323,2495791.6929661455
2525989776,15.123279571533203,10,0.44006763350414374,0.6101103973002041,0.15,0.25,0.2925338167520719,0.25,0.2925338167520719,15.0,0.15,0.05,0.5330715611027446,0.5330715611027446,0.5836684951314812,196073.5704932951,2496054.011833645
2525990691,12.804227828979492,50,0.5320088942897556,0.69255061402085,0.45,0.25,0.3835044471448778,0.25,0.3835044471448778,15.0,0.15,0.05,0.6824434347935537,0.6824434347935537,0.7330403688222904,196110.36202899588,2495862.7251557424
2525990704,14.647650718688965,10,0.45892444277410793,0.8392242640418397,0.15,0.25,0.301962221387054,0.25,0.301962221387054,15.0,0.15,0.05,0.60260695381363,0.60260695381363,0.6532038878423667,196043.4659374199,2495862.0981255043
2526007320,11.335847854614258,10,0.590224372486382,0.747436064567601,0.15,0.25,0.36761218624319103,0.25,0.36761218624319103,15.0,0.15,0.05,0.6650048582580487,0.6650048582580487,0.7156017922867853,196101.76477058232,2495343.8693506815
2526412027,13.096778869628906,10,0.5204103986512622,0.7848471637666761,0.15,0.25,0.3327051993256311,0.25,0.3327051993256311,15.0,0.15,0.05,0.6289785500649896,0.6289785500649896,0.6795754840937263,196078.94866816036,2495710.795667076
2526412031,15.333529472351074,50,0.4317320536606521,0.7412219488875109,0.45,0.25,0.33336602683032607,0.25,0.33336602683032607,15.0,0.15,0.05,0.6294313221013017,0.6294313221013017,0.6800282561300384,196227.85076416185,2495725.795249937
2526412033,12.0535249710083,10,0.5617713036274743,0.7237694359194234,0.15,0.25,0.35338565181373716,0.25,0.35338565181373716,15.0,0.15,0.05,0.6405937063377143,0.6405937063377143,0.691190640366451,196253.07078613352,2495707.8057282455
2526412039,10.594494819641113,10,0.6196160981956207,0.5431841559027615,0.15,0.25,0.38230804909781035,0.25,0.38230804909781035,15.0,0.15,0.05,0.6330465028028439,0.6330465028028439,0.6836434368315806,196111.65004831436,2495634.322037104
2526412040,11.361776351928711,50,0.58919640976799,0.47767121051187067,0.45,0.25,0.412098204883995,0.25,0.412098204883995,15.0,0.15,0.05,0.6658954689771612,0.6658954689771612,0.7164924030058979,196203.43219036912,2495633.3377735196
2530035744,14.265480995178223,10,0.4740759659458047,0.6101627283517288,0.15,0.25,0.30953798297290236,0.25,0.30953798297290236,15.0,0.15,0.05,0.5551900599527053,0.5551900599527053,0.605786993981442,196228.64525066077,2495790.9542177795
2530205713,13.16577434539795,50,0.5176749999905477,0.9685453158535383,0.45,0.3343839525640317,0.4087928663660553,0.3343839525640317,0.4087928663660553,15.0,0.15,0.05,0.7654929427442032,0.7654929427442032,0.8160898767729399,196000.39388128172,2495024.2686267775
2530244795,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,195383.7387540519,2496736.6343518803
2530244798,26.223188400268555,50,0.0,0.0,0.45,0.25,0.11750000000000001,0.25,0.11750000000000001,15.0,0.15,0.05,0.1635,0.1635,0.21409693402873667,195261.5971125582,2496810.573799202
