timestamp,policy,attempted,reason,candidate_improvement,route_changed,replan_count,route_change_count,planner_calls,confidence,observed_exposure,last_replan_at,distance_m,truth_exposure,max_truth_risk,p95_truth_risk,high_risk_length_ratio,computation_ms,scenario_type
2023-09-07T13:45:00+08:00,triggered,False,keep_current,,False,2,0,3,0.33299636782399367,0.7868390296051812,2023-09-07T13:15:00+08:00,10279.902722198703,0.7964158253622122,0.9226462954941541,0.9182750420427336,0.9214455538782012,90.20430000964552,simulated_extreme
2023-09-07T14:00:00+08:00,never,False,never,,False,0,0,1,0.3738354251384433,0.8140303556366715,2023-09-07T12:00:00+08:00,10279.902722198703,0.6421914589263749,0.8280776466145003,0.8190917470674244,0.42948322884636647,90.72500001639128,simulated_extreme
2023-09-07T14:00:00+08:00,always,True,always,0.0,False,8,2,9,0.37383952232818957,0.8138173713593693,2023-09-07T14:00:00+08:00,10280.604724805988,0.6419737425283665,0.8280776466145003,0.8190917470674244,0.43026063169415374,111.81309999665245,simulated_extreme
2023-09-07T14:00:00+08:00,triggered,False,keep_current,,False,2,0,3,0.3738354251384433,0.8140303556366715,2023-09-07T13:15:00+08:00,10279.902722198703,0.6421914589263749,0.8280776466145003,0.8190917470674244,0.42948322884636647,89.73269996931776,simulated_extreme
2023-09-07T14:15:00+08:00,never,False,never,,False,0,0,1,0.35237357106719425,0.7631599315985392,2023-09-07T12:00:00+08:00,10279.902722198703,0.48875601129491386,0.636490327810206,0.6294096932514799,0.0,85.79970005666837,simulated_extreme
2023-09-07T14:15:00+08:00,always,True,always,0.0,False,9,2,10,0.35237913376192953,0.762939342761111,2023-09-07T14:15:00+08:00,10280.604724805988,0.4885388677940654,0.636490327810206,0.6294096932514799,0.0,105.38760002236813,simulated_extreme
2023-09-07T14:15:00+08:00,triggered,False,keep_current,,False,2,0,3,0.35237357106719425,0.7631599315985392,2023-09-07T13:15:00+08:00,10279.902722198703,0.48875601129491386,0.636490327810206,0.6294096932514799,0.0,84.6851000096649,simulated_extreme
2023-09-07T14:30:00+08:00,never,False,never,,False,0,0,1,0.27619716199208133,0.6053095715905614,2023-09-07T12:00:00+08:00,10279.902722198703,0.3920875991408018,0.5040567419550499,0.49800450398638985,0.0,89.89579998888075,simulated_extreme
2023-09-07T14:30:00+08:00,always,True,always,0.0029537389649803053,True,10,3,11,0.2752468238400842,0.5998267642267785,2023-09-07T14:30:00+08:00,10296.480341471814,0.3869306251076579,0.5040567419550499,0.4978964730057419,0.0,112.77800000971183,simulated_extreme
2023-09-07T14:30:00+08:00,triggered,False,keep_current,,False,2,0,3,0.27619716199208133,0.6053095715905614,2023-09-07T13:15:00+08:00,10279.902722198703,0.3920875991408018,0.5040567419550499,0.49800450398638985,0.0,89.6366000524722,simulated_extreme
2023-09-07T14:45:00+08:00,never,False,never,,False,0,0,1,0.20893033804837724,0.5427409519158354,2023-09-07T12:00:00+08:00,10279.902722198703,0.3429351502947711,0.43121975495341547,0.42588029677829864,0.0,133.1839000340551,simulated_extreme
2023-09-07T14:45:00+08:00,always,True,always,0.018013058558711825,True,11,4,12,0.23902331815858227,0.5285646962927918,2023-09-07T14:45:00+08:00,10361.510411375662,0.3330916919611666,0.43121975495341547,0.42588029677829864,0.0,153.00510002998635,simulated_extreme
2023-09-07T14:45:00+08:00,triggered,False,keep_current,,False,2,0,3,0.20893033804837724,0.5427409519158354,2023-09-07T13:15:00+08:00,10279.902722198703,0.3429351502947711,0.43121975495341547,0.42588029677829864,0.0,132.2298000450246,simulated_extreme
2023-09-07T15:00:00+08:00,never,False,never,,False,0,0,1,0.28558494870537143,0.44476012565500767,2023-09-07T12:00:00+08:00,10279.902722198703,0.3224557125397183,0.39940044775722255,0.39826949489275154,0.0,91.50659997249022,simulated_extreme
2023-09-07T15:00:00+08:00,always,True,always,0.0021963890757527495,True,12,5,13,0.29921689861454875,0.43142087425101194,2023-09-07T15:00:00+08:00,10471.912801473492,0.3156372493418411,0.39940044775722255,0.39826949489275154,0.0,111.44399998011068,simulated_extreme
2023-09-07T15:00:00+08:00,triggered,False,keep_current,,False,2,0,3,0.28558494870537143,0.44476012565500767,2023-09-07T13:15:00+08:00,10279.902722198703,0.3224557125397183,0.39940044775722255,0.39826949489275154,0.0,91.21019998565316,simulated_extreme
2023-09-07T15:15:00+08:00,never,False,never,,False,0,0,1,0.39550635084142166,0.36130737544089825,2023-09-07T12:00:00+08:00,10279.902722198703,0.3154019398681322,0.39129952535442125,0.38677418154247284,0.0,92.96249999897555,simulated_extreme
2023-09-07T15:15:00+08:00,always,True,always,0.06925306878358824,True,13,6,14,0.39418203710145966,0.3559848290543332,2023-09-07T15:15:00+08:00,10297.182344079098,0.30993972405052406,0.39129952535442125,0.38677418154247284,0.0,111.78339994512498,simulated_extreme
2023-09-07T15:15:00+08:00,triggered,False,keep_current,,False,2,0,3,0.39550635084142166,0.36130737544089825,2023-09-07T13:15:00+08:00,10279.902722198703,0.3154019398681322,0.39129952535442125,0.38677418154247284,0.0,91.31139994133264,simulated_extreme
2023-09-07T15:30:00+08:00,never,False,never,,False,0,0,1,0.3119286849125118,0.3898747811178563,2023-09-07T12:00:00+08:00,10279.902722198703,0.3133823925214907,0.3904490076280442,0.38316231746409735,0.0,90.3239999897778,simulated_extreme
2023-09-07T15:30:00+08:00,always,True,always,0.03457917346524911,True,14,7,15,0.33464767600911116,0.3702568056717442,2023-09-07T15:30:00+08:00,10351.740746041833,0.307091001332759,0.3939144925151147,0.38563723359294955,0.0,109.7105000517331,simulated_extreme
2023-09-07T15:30:00+08:00,triggered,False,keep_current,,False,2,0,3,0.3119286849125118,0.3898747811178563,2023-09-07T13:15:00+08:00,10279.902722198703,0.3133823925214907,0.3904490076280442,0.38316231746409735,0.0,90.2300999732688,simulated_extreme
2023-09-07T15:45:00+08:00,never,False,never,,False,0,0,1,0.34377921724188354,0.36413178202804153,2023-09-07T12:00:00+08:00,10279.902722198703,0.3128999856012499,0.39026714359338255,0.3822539801207583,0.0,94.27460003644228,simulated_extreme
2023-09-07T15:45:00+08:00,always,True,always,0.003575565612514239,True,15,8,16,0.3439303432902949,0.3585768895906898,2023-09-07T15:45:00+08:00,10297.182344079098,0.3074335701503579,0.39026714359338255,0.3822539801207583,0.0,116.67310004122555,simulated_extreme
2023-09-07T15:45:00+08:00,triggered,False,keep_current,,False,2,0,3,0.34377921724188354,0.36413178202804153,2023-09-07T13:15:00+08:00,10279.902722198703,0.3128999856012499,0.39026714359338255,0.3822539801207583,0.0,93.55620003771037,simulated_extreme
2023-09-07T16:00:00+08:00,never,False,never,,False,0,0,1,0.29489120627808346,0.3916562020646751,2023-09-07T12:00:00+08:00,10279.902722198703,0.312803600483808,0.3902347029344039,0.3820637831531171,0.0,91.02160000475124,simulated_extreme
2023-09-07T16:00:00+08:00,always,True,always,0.005769515373788116,True,16,9,17,0.31093254324533065,0.3810117296993047,2023-09-07T16:00:00+08:00,10407.584734176928,0.3101999160345832,0.3902347029344039,0.3820637831531171,0.0,111.94609996164218,simulated_extreme
2023-09-07T16:00:00+08:00,triggered,False,keep_current,,False,2,0,3,0.29489120627808346,0.3916562020646751,2023-09-07T13:15:00+08:00,10279.902722198703,0.312803600483808,0.3902347029344039,0.3820637831531171,0.0,90.75029997620732,simulated_extreme
